timestamp,service,environment,baseline_value,canary_value,baseline_error_rate,canary_error_rate,baseline_latency,canary_latency,baseline_cpu,canary_cpu,baseline_memory,canary_memory,baseline_throughput,canary_throughput
2023-01-01 00:00:00,auth,production,96.93346629053065,108.4585768736157,0.010902241602472829,0.021054495962528508,183.9485176003548,177.67771442500532,32.76170660181297,25.762201481115817,1212.354543249497,1224.3692020810256,420.2386301341742,440.5341717367981
2023-01-01 01:00:00,auth,production,100.52443871822608,87.60410892679349,0.01719858244139763,0.026903376421449465,207.6327640842197,223.0377764036102,61.34709371699513,58.04883017391564,1125.6854659742157,1087.6791549561322,578.6174469711592,572.9287258494971
2023-01-01 02:00:00,auth,production,91.9422032626792,84.6795248627403,0.032428172547188584,0.036263962969017044,207.97120171802038,217.02610722336476,77.08165769153887,86.5582595915167,846.8190679917872,858.6109739065278,467.3661771726794,450.46152918324435
2023-01-01 03:00:00,auth,production,123.03616376299979,135.7536745322039,0.016214598831048282,0.01332762855227623,157.7446681225452,159.3375899475547,68.63070079447954,62.16119715335909,1002.3931600714931,994.3771188290297,564.8347062697426,587.9587877789177
2023-01-01 04:00:00,auth,production,106.1129941488341,95.37003632311885,0.03153412333048179,0.03828482693025731,158.8572793286491,173.98718259462865,47.70131286623777,41.19665109299179,966.6030685372087,961.8559296692936,483.00427270044156,530.3264168968838
2023-01-01 05:00:00,auth,production,108.9103721161183,125.97012651932913,0.012255707317120352,0.011684631043488528,183.68278304768296,203.01493980769115,53.47104079506706,49.630209270221414,945.3127052997655,933.5106470536309,581.8840028621694,605.2183028083202
2023-01-01 06:00:00,auth,production,107.68604151246114,104.04759555230063,0.037391227840467736,0.05204007870879175,171.66884926645227,174.07469988277902,53.51619376226956,52.80123021400922,985.9953910687999,970.2181271549618,487.07564850692177,487.95562734939256
2023-01-01 07:00:00,auth,production,92.72961647068695,97.61092688896352,0.04810430195262118,0.038635678647363676,219.84473034108797,222.0006136941246,46.84994414581009,48.61288324640605,1043.7520673452225,1024.475778389923,500.1186260285956,519.5908698231991
2023-01-01 08:00:00,auth,production,98.59578033823081,97.75059539255145,0.041089439011620085,0.04894429719727765,257.26659240180135,251.2142019866236,57.458281252819255,55.724889238792855,1094.2451116257753,1162.2571333773008,547.6188835156914,567.8074995395151
2023-01-01 09:00:00,auth,production,97.37491800036462,74.25397297859564,0.030959323456523483,0.03850250274887358,197.84948387728386,235.69333112726758,57.868627858800814,64.60256583740347,962.7112297268114,1031.488157383466,526.0326487934894,528.6602561828423
2023-01-01 10:00:00,auth,production,89.46014947603258,89.0302049403945,0.019468344582850933,0.02016352867746011,175.81262457574363,188.38667878089106,60.34700634409491,62.336538827267894,1076.357145881105,1048.5680427111042,566.3053144458643,561.0404390167536
2023-01-01 11:00:00,auth,production,100.59661649275674,79.93855066533808,0.042048394547117784,0.04418565646997402,185.92865077864334,184.08946111147307,69.72237885348488,69.44067171678375,911.0199424964592,1000.7155238225404,507.83279993570966,511.4182564272496
2023-01-01 12:00:00,auth,production,108.58743426712408,102.79334268486645,0.022353556280557976,0.018970714777052936,182.31696713330768,184.37894717067599,52.41841554577083,59.612077228549815,1048.6171863309394,1028.1870108916712,514.7785307363802,537.729933382537
2023-01-01 13:00:00,auth,production,98.77956645217219,89.33855492434844,0.040320875362072336,0.04698395429468846,234.53461793563216,254.4791697374503,39.300060375757404,34.02221298217064,823.2138910787163,895.097862554924,457.6243767671843,454.7732265734907
2023-01-01 14:00:00,auth,production,97.84862764904743,113.34988979218573,0.024550192263541236,0.026455196699836783,245.48614130983196,260.45948002153926,67.74040549515955,72.05446374251963,1039.415603639338,1013.6971416325993,515.0759311924536,522.9261822238416
2023-01-01 15:00:00,auth,production,81.51106104289433,68.56650622708689,0.04883615415952828,0.05817546670524082,239.72786375205567,243.80388166618377,57.52261869901136,66.47396185706864,1136.5887302511076,1163.8224181150904,441.6214932986339,458.7941668862575
2023-01-01 16:00:00,auth,production,87.87728009856451,78.13542003860198,0.03691949033529626,0.04465800212694171,173.45573265621513,182.58094782417731,42.74579404060095,36.2834093065329,1027.6684377322117,1044.971291779501,569.9011125894158,582.4119205592356
2023-01-01 17:00:00,auth,production,94.2758181278866,95.22046946681802,0.03161869923616251,0.02748063342388733,155.49090061472597,173.7779013787171,39.64389682094973,47.705125706444065,971.6039620568872,1043.9733832425509,477.3249633096295,496.30522451574427
2023-01-01 18:00:00,auth,production,92.32927476955835,85.20892020525802,0.0336375485359663,0.03149097046110259,211.85033173713504,217.95574586480006,44.41733382703833,43.32364937485514,1122.3616396418856,1178.8779705940256,502.8343242994588,524.9065077701581
2023-01-01 19:00:00,auth,production,109.97371330570067,128.34251829458057,0.035885912588332756,0.0340376215493699,188.58038633435876,200.4569186669915,39.27789570926123,40.37827282462938,908.1125588613733,972.1918135220012,471.5271591550931,487.3896030939926
2023-01-01 20:00:00,auth,production,120.74827083790144,122.01284896864479,0.03839759414917905,0.041236881024097075,221.45265285239554,218.28552162315682,47.13978864992334,43.45283023810717,1166.1971830746825,1125.2759839041107,529.8797710662125,549.0331706303448
2023-01-01 21:00:00,auth,production,112.85842453989957,109.91723193026233,0.04947406737926012,0.04667777064128394,191.28292312808435,209.01932655139757,51.56912757392146,52.37081671407508,1151.3479539189395,1148.4106464533675,472.8872293203329,506.87241145431557
2023-01-01 22:00:00,auth,production,115.44763639956261,112.85161367204276,0.037821129879740296,0.04647552061057279,208.33968104753805,206.55073982737207,61.79595633111798,64.87426138454617,937.9214761661931,853.5149008695299,543.7546422877178,565.689504254082
2023-01-01 23:00:00,auth,production,117.39753007533179,116.32829718740973,0.0350933227714473,0.0481554261943786,236.36121274572452,228.33676698346227,49.288923294651205,47.83412981483135,1033.6270915445566,967.8475636927914,528.7996900225462,545.6292126410624
2023-01-02 00:00:00,auth,production,93.14007042880333,84.34599909196056,0.021455422448802455,0.02620197366967813,236.91558480129441,232.3595438750458,50.10100891467646,50.77997562010043,1058.2881630139702,1069.739020480287,432.85324321834474,479.010007276145
